Type-Activité;Activité;Nom de l'établissement;Adresse de l'établissement;Code postal;Commune;Code insee;Latitude;Longitude;localisation;Adresse mail;Tél;Site Web;Complément_1;Complément_2
Activités Touristiques;Lasergame;LASER GAME;  5 ROUTE DE LA FONTAINE TUAUD ;44600;SAINT-NAZAIRE;44184;47.2606918;-2.2817635;47.2606918, -2.2817635;st-nazaire@lasergame-evolution.com;02 40 90 09 00;http://www.lasergame-evolution.com/le-jeu;;
Patrimoine Naturel;Forêt,pinède;LE BOIS DE PORCE;Boulevard de l'Université;44600;SAINT-NAZAIRE;44184;47.253238;-2.264146;47.253238, -2.264146;contact@saint-nazaire-tourisme.com;;;;
Activités Touristiques;Bar à thème;LE CHANTILLY;  117 Rue de Trignac ;44600;SAINT-NAZAIRE;44184;47.2962556;-2.1891829;47.2962556, -2.1891829;contact@mqmp.fr;06 19 64 14 79;0;;
Patrimoine culturel;Site et monument historiques;LE DOLMEN;Square du Dolmen;44600;SAINT-NAZAIRE;44184;47.2782293;-2.2066382;47.2782293, -2.2066382;;;;;
Patrimoine culturel;Site et monument historiques;LE GRAND CAFÉ;;44600;SAINT-NAZAIRE;44184;47.2731918;-2.2061933;47.2731918, -2.2061933;grand_cafe@mairie-saintnazaire.fr;02 44 73 44 00;http://www.grandcafe-saintnazaire.fr/;;
Activités culturelles;Lieux d'Art Contemporains;Le Grand Café - Centre D'Art Contemporain;Place des 4 z'horloges;44600;SAINT-NAZAIRE;44184;47.273109;-2.206067;47.273109, -2.206067;evrarda@mairie-saintnazaire.fr;02 44 73 44 00;;;
Patrimoine culturel;Parc et jardin;LE JARDIN DES PLANTES;Avenue Ferdinand de Lesseps;44600;SAINT-NAZAIRE;44184;47.2695065;-2.2161121;47.2695065, -2.2161121;;;;;
Activités Touristiques;Bar à thème;LE KIOSQ;  37 Avenue de la République ;44600;SAINT-NAZAIRE;44184;47.27725;-2.21299;47.27725, -2.21299;kiosqprogrammation@gmail.com;02 53 19 10 56;0;;
Activités Touristiques;Salle de spectacle;LE LIFE;  Boulevard de la Légion d'Honneur Alvéole 14 - Base sous-marine;44600;SAINT-NAZAIRE;44184;47.2747644;-2.203001;47.2747644, -2.203001;life@mairie-saintnazaire.fr;02 40 00 41 68;https://lelifesaintnazaire.com;;
Patrimoine culturel;Site et monument historiques;LE MONUMENT COMMÉMORATIF DU COMMANDO;Place du Commando;44600;SAINT-NAZAIRE;44184;47.2716691;-2.1985525;47.2716691, -2.1985525;;;;;
Patrimoine culturel;Musée et centre d'interprétation;LE SOUS-MARIN ESPADON;Avenue de la Forme écluse;44600;SAINT-NAZAIRE;44184;47.2756141;-2.1989192;47.2756141, -2.1989192;visite@saint-nazaire-tourisme.com;02 28 54 06 40;https://www.saint-nazaire-tourisme.com/les-visites/les-sites-de-visite/espadon/;;
Activités culturelles;Salles de Spectacles;LE THEATRE - SCENE NATIONALE;Rue des Frères Pereire;44600;SAINT-NAZAIRE;44184;47.2770708;-2.2037261;47.2770708, -2.2037261;0;02.40.22.91.36;#N/A;;
Patrimoine culturel;Site et monument historiques;LE TUMULUS DE DISSIGNAC;Route de Dissignac;44600;SAINT-NAZAIRE;44184;47.2711974;-2.2789913;47.2711974, -2.2789913;visite@saint-nazaire-tourisme.com;02 28 540 640;https://www.saint-nazaire-tourisme.com/les-visites/les-sites-de-visite/tumulus-de-dissignac/;;
Activités Touristiques;Salle de spectacle;LE VIP;  Boulevard de la Légion d'Honneur Alvéole 14 - Base sous-marine;44600;SAINT-NAZAIRE;44184;47.274961;-2.2035268;47.274961, -2.2035268;0;02 40 22 43 05;http://www.levip-saintnazaire.com/;;
Activités Touristiques;Formules itinérantes;LES BALADES CRAYONNEES DE GAELLE;  10 Chemin de Trébézy ;44600;SAINT-NAZAIRE;44184;47.25061;-2.2588;47.25061, -2.2588;lesbaladescrayonnees@gmail.com;06 83 74 83 53;https://www.facebook.com/lesbaladescrayonnees;;
Patrimoine culturel;Site et monument historiques;LES HALLES DE PENHOËT;Rue de Trignac;44600;SAINT-NAZAIRE;44184;47.29565;-2.1915619;47.29565, -2.1915619;;;;;
Patrimoine culturel;Site et monument historiques;LES HALLES DE SAINT-NAZAIRE (MARCHÉ COUVERT);Place du Commerce;44600;SAINT-NAZAIRE;44184;47.2807626;-2.214776;47.2807626, -2.214776;;;https://www.saint-nazaire-tourisme.com/les-visites/les-visites-decouvertes-saint-nazaire-et-briere/les-halles/;;
Patrimoine culturel;Parc et jardin;LES JARDINS D'OCÉANIS;;44600;SAINT-NAZAIRE;44184;47.2545123;-2.2667744;47.2545123, -2.2667744;;;;;
Activités Touristiques;Autres;LES PECHERIES DE SAUTRON;  Boulevard Albert 1er ;44600;SAINT-NAZAIRE;44184;47.261246;-2.2242669;47.261246, -2.2242669;0;0;0;;
Activités Touristiques;Bar à thème;LEVRETTE CAFE;  Place du Commando ;44600;SAINT-NAZAIRE;44184;47.27215;-2.20475;47.27215, -2.20475;stnazaire@levrettecafe.fr;02 40 66 01 10;https://www.levrettecafe.fr/;;
Activités Touristiques;Activités sportives et ludiques;LINE UP | ECOLE DE KITESURF & PADDLE;  Chemin de Trebezy ;44600;SAINT-NAZAIRE;44184;47.2508392;-2.2562483;47.2508392, -2.2562483;ecolelineup@gmail.com;07 83 89 57 22;https://www.ecolelineup.com/;;
Activités Touristiques;Base ou club nautique;LINE UP | ÉCOLE DE KITESURF & PADDLE;  19 Rue René Halluard ;44600;SAINT-NAZAIRE;44184;47.2407229;-2.2843327;47.2407229, -2.2843327;0;07 83 89 57 22;https://www.ecolelineup.com/;;
Patrimoine culturel;Architecture;"Maison dite ""villa Mektoub""";;44600;SAINT-NAZAIRE;44184;47.2563831872606;-2.2572653778309095;47.2563831872606, -2.2572653778309095;;;;2e quart 20e siècle;La Villa Mektoub est construite en 1934 pour Auguste et Jeanne (Antier) Hervoche. Le secteur choisi, la Vecquerie, est le siège de la famille de la commanditaire. Le terrain, situé au carrefour des actuels chemin de Porcé et route de la Vecquerie, se compose en 1905  de deux prés. Celui au nord appartient à Gustave Bord, l’autre au sud, est à Anna et Gabriel Guillet de Nantes. Le style « mauresque » de la maison est a rapproché de la carrière militaire d’Auguste Hervoche, au cours de laquelle, entre 1912 et 1923, il est affecté au sein des différents régiments de Spahis au Maroc. Pendant l’occupation, la maison est endommagée Après la libération, l’architecte nazairien Claude Dommée supervise les réparations. En 1958, la maison est vendue à Jean Pitre Antier, directeur d’entreprise et neveu de l’ancienne propriétaire. Il la conserve jusqu’en 1971 où elle est une nouvelle fois vendue. En 2019, la propriété est achetée par un promoteur immobilier dont le projet est de construite un collectif sur la pointe de la pour la parcelle. Plusieurs constructions annexes récentes sont alors détruites.
Activités Touristiques;Manège pour enfant;MANÈGE DE SAUTRON;  Boulevard Albert 1er ;44600;SAINT-NAZAIRE;44184;47.2644911;-2.2256495;47.2644911, -2.2256495;0;0;0;;
Activités Touristiques;Bibliothèque-Médiathèque;MÉDIATHÈQUE ETIENNE CAUX;  6 Rue Auguste Baptiste Lechat ;44600;SAINT-NAZAIRE;44184;47.2796235;-2.2177205;47.2796235, -2.2177205;mediatheque@mairie-saintnazaire.fr;02 44 73 45 60;https://mediatheque.mairie-saintnazaire.fr/;;
Activités Touristiques;Mini golf;MINI GOLF;  100 rue de Pornichet ;44600;SAINT-NAZAIRE;44184;47.268746;-2.221015;47.268746, -2.221015;vero.portier@hotmail.fr;06 64 81 31 14;0;;
Activités Touristiques;Activités sportives et ludiques;MOUETTE AND SEA;  Quai du Commerce ;44600;SAINT-NAZAIRE;44184;47.2742754;-2.2024375;47.2742754, -2.2024375;felix@mouetteandsea.fr;06 51 43 99 26;www.mouetteandsea.fr;;
Activités Touristiques;Bateaux promenade;MOUETTE AND SEA;  Quai du Commerce ;44600;SAINT-NAZAIRE;44184;47.2742681;-2.2024289;47.2742681, -2.2024289;felix@mouetteandsea.fr;06 51 43 99 26;www.mouetteandsea.fr;;
Activités Touristiques;Activités sportives et ludiques;Ô FIL DE L'O;  Route du Bois Joalland ;44600;SAINT-NAZAIRE;44184;47.279845;-2.257475;47.279845, -2.257475;ofildelo.peche@yahoo.com;06 51 25 54 52;http://www.ofildelo.bzh/;;
Activités Touristiques;Activités sportives et ludiques;PARC DES SPORTS LEO LAGRANGE;  Avenue Pierre de Coubertin ;44600;SAINT-NAZAIRE;44184;47.27206;-2.23262;47.27206, -2.23262;directionsports@mairie-saintnazaire.fr;02 40 22 40 65;0;;
Patrimoine culturel;Parc et jardin;PARC PAYSAGER DE SAINT-NAZAIRE;Avenue Léo Lagrange;44600;SAINT-NAZAIRE;44184;47.2723894;-2.2253498;47.2723894, -2.2253498;;;https://www.saint-nazaire-tourisme.com/decouvrir/decouvrir-la-nature/parcs-et-jardins/#pageSection-0;;
Activités Touristiques;Activités sportives et ludiques;PARCOURS SPORTIFS DES ETANGS DE GUINDREFF;  ROUTE DES BASSINS ;44600;SAINT-NAZAIRE;44184;47.2853858;-2.2449329;47.2853858, -2.2449329;directionsports@mairie-saintnazaire.fr;0;0;;
Activités Touristiques;Terrain omnisports;PARCOURS SPORTIFS DES ETANGS DE GUINDREFF;  Route des Bassins ;44600;SAINT-NAZAIRE;44184;47.28539;-2.24494;47.28539, -2.24494;directionsports@mairie-saintnazaire.fr;0;0;;
Patrimoine culturel;Site et monument historiques;PHARE D'AIGUILLON;Plage de l'ève;44600;SAINT-NAZAIRE;44184;47.2387923;-2.2673418;47.2387923, -2.2673418;;;;;
Patrimoine culturel;Site et monument historiques;PHARE DE KERLÉDÉ;Route de la Côte d'Amour;44600;SAINT-NAZAIRE;44184;47.2599235;-2.246603;47.2599235, -2.246603;;;;;
Patrimoine culturel;Site et monument historiques;PHARE DU VIEUX MOLE;Rue du Vieux Môle;44600;SAINT-NAZAIRE;44184;47.2712557;-2.1969553;47.2712557, -2.1969553;;;https://www.saint-nazaire-tourisme.com/decouvrir/decouvrir-la-mer/phares-et-pecheries/#pageSection-3;;
Activités Touristiques;Activités sportives et ludiques;PISTE DE BICROSS;  Route de Quelmer ;44600;SAINT-NAZAIRE;44184;47.27787;-2.25584;47.27787, -2.25584;directionsports@mairie-saintnazaire.fr;0;0;;
Patrimoine Naturel;Plage et Dune;PLAGE DE BELLE FONTAINE;;44600;SAINT-NAZAIRE;44184;47.2562454;-2.241964;47.2562454, -2.241964;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DE BONNE ANSE;Chemin de Porce;44600;SAINT-NAZAIRE;44184;47.2558588;-2.2478234;47.2558588, -2.2478234;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DE GÉORAMA;;44600;SAINT-NAZAIRE;44184;47.2350019;-2.2938435;47.2350019, -2.2938435;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DE KER VILLÈS;;44600;SAINT-NAZAIRE;44184;47.2558824;-2.2294013;47.2558824, -2.2294013;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DE KERLÉDÉ;Rue Ferdinand Buisson;44600;SAINT-NAZAIRE;44184;47.2564358;-2.2360049;47.2564358, -2.2360049;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DE KERLOUPIOTS;Chemin des Genêts;44600;SAINT-NAZAIRE;44184;47.2562899;-2.2394646;47.2562899, -2.2394646;contact@saint-nazaire-tourisme.com;;;;
Plages;Plages;PLAGE DE LA COURANCE;Route du Fort de l'Eve;44600;SAINT-NAZAIRE;44184;47.2410348;-2.2719893;47.2410348, -2.2719893;;;https://baignades.sante.gouv.fr/baignades;#N/A;
Activités Touristiques;Plage surveillée;PLAGE DE LA COURANCE;  Route du Fort de l'Eve SAINT-MARC-SUR-MER;44600;SAINT-NAZAIRE;44184;47.2397216;-2.271717;47.2397216, -2.271717;0;0;0;;
Patrimoine Naturel;Plage et Dune;PLAGE DE L'ÈVE;;44600;SAINT-NAZAIRE;44184;47.2417509;-2.2641604;47.2417509, -2.2641604;contact@saint-nazaire-tourisme.com;;;;
Plages;Plages;PLAGE DE MONSIEUR HULOT;Rue du Commandant Charcot;44600;SAINT-NAZAIRE;44184;47.2389626;-2.2813086;47.2389626, -2.2813086;0;02 40 91 78 62;https://baignades.sante.gouv.fr/baignades;#N/A;
Activités Touristiques;Plage surveillée;PLAGE DE MONSIEUR HULOT;  Rue du commandant Charcot Saint-Marc-sur-Mer;44600;SAINT-NAZAIRE;44184;47.2377985;-2.2805898;47.2377985, -2.2805898;0;02 40 91 78 62;0;;
Activités Touristiques;Label Tourisme Handicap;PLAGE DE MONSIEUR HULOT;Rue du Commandant Charcot;44600;SAINT-NAZAIRE;44184;47.2389626;-2.2813086;47.2389626, -2.2813086;0;02 40 22 40 65;0;;
Patrimoine Naturel;Plage et Dune;PLAGE DE PETITE VALLÉE;;44600;SAINT-NAZAIRE;44184;47.234783;-2.2976006;47.234783, -2.2976006;contact@saint-nazaire-tourisme.com;;;;
Plages;Plages;PLAGE DE PORCE;Chemin de la plage;44600;SAINT-NAZAIRE;44184;47.2548393;-2.2538212;47.2548393, -2.2538212;;;https://baignades.sante.gouv.fr/baignades;#N/A;
Activités Touristiques;Plage surveillée;PLAGE DE PORCE;  Chemin de la plage ;44600;SAINT-NAZAIRE;44184;47.2534608;-2.2532013;47.2534608, -2.2532013;0;0;0;;
Patrimoine Naturel;Plage et Dune;PLAGE DE PORT CHARLOTTE;;44600;SAINT-NAZAIRE;44184;47.2436934;-2.262643;47.2436934, -2.262643;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DE SAINT EUGÈNE;;44600;SAINT-NAZAIRE;44184;47.2374202;-2.2840389;47.2374202, -2.2840389;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DE TRÉBÉZY;;44600;SAINT-NAZAIRE;44184;47.2500836;-2.257481;47.2500836, -2.257481;contact@saint-nazaire-tourisme.com;;;;
Plages;Plages;PLAGE DE VILLES MARTIN;Rue Ferdinand Buisson;44600;SAINT-NAZAIRE;44184;47.2572481;-2.2364205;47.2572481, -2.2364205;;;https://baignades.sante.gouv.fr/baignades;#N/A;
Activités Touristiques;Label Tourisme Handicap;PLAGE DE VILLES MARTIN;Rue Ferdinand Buisson;44600;SAINT-NAZAIRE;44184;47.2572481;-2.2364205;47.2572481, -2.2364205;#N/A;02 40 22 40 65;#N/A;;
Patrimoine Naturel;Plage et Dune;PLAGE DE VIRECHAT;;44600;SAINT-NAZAIRE;44184;47.2478844;-2.2601664;47.2478844, -2.2601664;contact@saint-nazaire-tourisme.com;;;;
Plages;Plages;PLAGE DES JAUNAIS;Route de l'Océan;44600;SAINT-NAZAIRE;44184;47.2376874;-2.2923337;47.2376874, -2.2923337;0;0;https://baignades.sante.gouv.fr/baignades;#N/A;
Activités Touristiques;Plage surveillée;PLAGE DES JAUNAIS;  140 route de l'Océan ;44600;SAINT-NAZAIRE;44184;47.2359004;-2.3005803;47.2359004, -2.3005803;0;0;0;;
Patrimoine Naturel;Plage et Dune;PLAGE DU GRAND TRAICT;Route de l'Océan;44600;SAINT-NAZAIRE;44184;47.2373072;-2.2898973;47.2373072, -2.2898973;contact@saint-nazaire-tourisme.com;;;;
Patrimoine Naturel;Plage et Dune;PLAGE DU ROCHER DU LION;Chemin du Rocher du Lion;44600;SAINT-NAZAIRE;44184;47.2559468;-2.2433158;47.2559468, -2.2433158;contact@saint-nazaire-tourisme.com;;;;
Activités Touristiques;Activités sportives et ludiques;PLAGE, BOIS ET EQUIPEMENTS SPORTIFS DE PORCE;  Chemin de la plage ;44600;SAINT-NAZAIRE;44184;47.2536321;-2.2536978;47.2536321, -2.2536978;directionsports@mairie-saintnazaire.fr;02 40 22 40 65;0;;
Activités Touristiques;Espace de remise en forme;PLAGE, BOIS ET EQUIPEMENTS SPORTIFS DE PORCE;  Chemin de la Plage ;44600;SAINT-NAZAIRE;44184;47.25481;-2.25388;47.25481, -2.25388;directionsports@mairie-saintnazaire.fr;02 40 22 40 65;0;;
Plages;Plages;PLAGES DE BONNE ANSE ET BELLE FONTAINE;Chemin du Rocher du Lion;44600;SAINT-NAZAIRE;44184;47.2569073;-2.2429227;47.2569073, -2.2429227;;;https://baignades.sante.gouv.fr/baignades;#N/A;
Activités Touristiques;Centre équestre;PONEY CLUB DES LANDES;  8 Route de Cuneix ;44600;SAINT-NAZAIRE;44184;47.3072248;-2.2474601;47.3072248, -2.2474601;poney-club-des-landes@hotmail.fr;02 40 66 26 46;http://www.poneyclubdeslandes.com/;;
Patrimoine culturel;Site et monument historiques;PONT DE SAINT-NAZAIRE;;44600;SAINT-NAZAIRE;44184;47.2839337;-2.1687659;47.2839337, -2.1687659;;;;;
Activités culturelles;Vistites Guidées;PORT ATLANTIQUE NANTES SAINT-NAZAIRE;Boulevard de la Légion d'Honneur;44600;SAINT-NAZAIRE;44184;47.2896954;-2.2614914;47.2896954, -2.2614914;contact@saint-nazaire-tourisme.com;0 810 888 444;#N/A;;
Activités Touristiques;Réparateur de vélos;RACONTE MOI UN VELO;  13 Avenue de la République ;44600;SAINT-NAZAIRE;44184;47.27564;-2.2134;47.27564, -2.2134;racontemoiunvelo@gmail.com;06 12 05 97 43;https://www.racontemoiunvelo.fr/;;
Activités Touristiques;Barque/Chaland;REMONTEES DU BRIVET - GATM;  Quai du Port de Méan ;44600;SAINT-NAZAIRE;44184;47.30002;-2.18324;47.30002, -2.18324;contact@marineenboisdubrivet.fr;02 40 45 58 22;http://www.marineenboisdubrivet.fr;;
Activités Touristiques;Mur d'escalade;ROCHER ARTIFICIEL POUR L'ESCALADE;  3 rue Calmette Petit Bois d'Avalix;44600;SAINT-NAZAIRE;44184;47.2734979;-2.213848;47.2734979, -2.213848;directionsports@mairie-saintnazaire.fr;0;0;;
Activités Touristiques;Bar à thème;ROULE CASQUETTE;  36 rue du Croisic ;44600;SAINT-NAZAIRE;44184;47.2731858;-2.211884;47.2731858, -2.211884;0;02 40 19 11 09;https://www.roulecasquette.com/;;
Activités Touristiques;Réparateur de vélos;RUSTINE ET ROUE LIBRE;  18 Rue René Guillouzo ;44600;SAINT-NAZAIRE;44184;47.28092;-2.21148;47.28092, -2.21148;nicolas.fourrier.pro@gmail.com;07 69 29 21 83;https://www.rustine-et-roue-libre.com/;;
Activités Touristiques;Base ou club nautique;SAINT-NAZAIRE OLYMPIQUE SPORTIF CANOË KAYAK;  50 Route du Passouer ;44600;SAINT-NAZAIRE;44184;47.2871358;-2.2745567;47.2871358, -2.2745567;lemonnier.ge@gmail.com;0;0;;
Activités Touristiques;Observatoire;SÉMAPHORE DU BRIVET;  RUE DE L'AVIATION ;44600;SAINT-NAZAIRE;44184;47.2967178;-2.1818072;47.2967178, -2.1818072;0;0;https://www.eauetpaysages.fr/semaphores/brivet/;;
Activités Touristiques;Skatepark;SKATEPARK SAINT NAZAIRE;  Boulevard Abert 1er ;44600;SAINT-NAZAIRE;44184;47.2674245;-2.2207423;47.2674245, -2.2207423;directionsports@mairie-saintnazaire.fr;0;0;;
Activités Touristiques;Activités sportives et ludiques;STADE ATHLETISME LEO LAGRANGE;  Avenue François Mitterrand ;44600;SAINT-NAZAIRE;44184;47.26957;-2.22759;47.26957, -2.22759;directionsports@mairie-saintnazaire.fr;02 44 73 44 88;0;;
Activités Touristiques;Terrain omnisports;STADE ATHLETISME LEO LAGRANGE;  Avenue François Mitterrand ;44600;SAINT-NAZAIRE;44184;47.2693839;-2.2280434;47.2693839, -2.2280434;directionsports@mairie-saintnazaire.fr;02 44 73 44 88;0;;
Activités Touristiques;Réparateur de vélos;STATION DE RÉPARATION ET GONFLAGE DE VÉLO;  5B Avenue Pierre de Coubertin ;44600;SAINT-NAZAIRE;44184;47.272982;-2.2318649;47.272982, -2.2318649;0;0;0;;
Activités Touristiques;Réparateur de vélos;STATION DE RÉPARATION ET GONFLAGE DE VÉLO;  6 Place Pierre Sémard ;44600;SAINT-NAZAIRE;44184;47.28595;-2.21132;47.28595, -2.21132;0;0;0;;
Activités Touristiques;Réparateur de vélos;STATION DE RÉPARATION ET GONFLAGE DE VÉLO;  6 Boulevard de la Légion d'Honneur ;44600;SAINT-NAZAIRE;44184;47.2753401;-2.2036818;47.2753401, -2.2036818;0;0;0;;
Activités Touristiques;Réparateur de vélos;STATION DE RÉPARATION ET GONFLAGE DE VÉLO;  2 Boulevard des Apprentis ;44600;SAINT-NAZAIRE;44184;47.2921183;-2.1915163;47.2921183, -2.1915163;0;0;0;;
Activités Touristiques;Réparateur de vélos;STATION DE RÉPARATION ET GONFLAGE DE VÉLO;  2 Place du Commando ;44600;SAINT-NAZAIRE;44184;47.2720555;-2.2047013;47.2720555, -2.2047013;0;0;0;;
Activités Touristiques;Activités sportives et ludiques;STRUCTURE D'ESCALADE D'AVALIX;  Rue du Docteur Albert Calmette Petit Bois d'Avalix;44600;SAINT-NAZAIRE;44184;47.27544;-2.239;47.27544, -2.239;directionsports@mairie-saintnazaire.fr;0;0;;
Activités Touristiques;Mur d'escalade;STRUCTURE D'ESCALADE D'AVALIX;  Rue du Docteur Albert Calmette Petit Bois d'Avalix;44600;SAINT-NAZAIRE;44184;47.27544;-2.239;47.27544, -2.239;directionsports@mairie-saintnazaire.fr;0;0;;
Patrimoine culturel;Site et monument historiques;SUITE DE TRIANGLES - FELICE VARINI;Quai des Frégates;44600;SAINT-NAZAIRE;44184;47.2755851;-2.1989461;47.2755851, -2.1989461;;;http://www.estuaire.info/fr/;;
Activités Touristiques;Tennis;TERRAIN DE TENNIS LÉO LAGRANGE;  1 avenue Pierre de Coubertin ;44600;SAINT-NAZAIRE;44184;47.2748438;-2.2298234;47.2748438, -2.2298234;Sntc44600@gmail.com;02 40 53 37 59;0;;
Activités Touristiques;Bar à thème;THE BLACK SHEEP TAVERN;  11 Rue de la Paix et des Arts ;44600;SAINT-NAZAIRE;44184;47.27654;-2.20986;47.27654, -2.20986;0;02 28 55 03 03;0;;
Activités Touristiques;Salle de spectacle;THEATRE ATHENOR;  82 rue du Bois Savary ;44600;SAINT-NAZAIRE;44184;47.2759105;-2.2157002;47.2759105, -2.2157002;theatre@athenor.com;02 51 10 05 05;www.athenor.com;;
Patrimoine culturel;Site et monument historiques;USINE ELEVATOIRE;;44600;SAINT-NAZAIRE;44184;47.2709283;-2.2016508;47.2709283, -2.2016508;;;;;
Activités Touristiques;Loueur de vélos;VELYCEO;  8 place Pierre Semard ;44600;SAINT-NAZAIRE;44184;47.2859301;-2.2112751;47.2859301, -2.2112751;velyceo@stran.fr;0 800 10 51 10;https://www.velyceo.com;;
Activités Touristiques;Loueur de vélos;VELYCEO LIBRE SERVICE;  8 Place Pierre Sémard ;44600;SAINT-NAZAIRE;44184;47.28601;-2.21167;47.28601, -2.21167;velyceo@stran.fr;0 800 10 51 10;https://www.velyceo.com/vls;;
Activités Touristiques;Activités sportives et ludiques;WATERMEN CÔTE D'AMOUR;   ;44600;SAINT-NAZAIRE;44184;47.2734979;-2.213848;47.2734979, -2.213848;wca44600@gmail.com;06 60 38 58 06;0;;
Activités Touristiques;Salle de spectacle;LE THEATRE - SIMONE VEIL;  Rue des Frères Pereire BP 150;44603;SAINT-NAZAIRE;44184;47.277195;-2.2047563;47.277195, -2.2047563;0;02 40 22 91 36;www.letheatre-saintnazaire.fr;;
Activités Touristiques;Aire d'arrêt Vélo;AIRE D’ARRÊT VÉLO DE BASSE-INDRE;   ;44610;INDRE;44074;47.196737;-1.670797;47.196737, -1.670797;0;0;https://www.levoyageanantes.fr/a-faire/activites/velo/;;
Activités Touristiques;Aire d'arrêt Vélo;AIRE D’ARRÊT VÉLO DE HAUTE-INDRE;   ;44610;INDRE;44074;47.192963;-1.647106;47.192963, -1.647106;0;0;https://www.levoyageanantes.fr/a-faire/activites/velo/;;
Patrimoine culturel;Architecture;Ancienne usine d'engrais dite La Bordelaise (détruite);;44610;INDRE;44074;47.194925040371245;-1.6574771360410478;47.194925040371245, -1.6574771360410478;;;;20e siècle;En 1921, la Compagnie Bordelaise de Produits Chimiques devient propriétaire de plusieurs terrains sur une distance d'un peu plus d'un kilomètre, depuis la rive du fleuve, jusqu'à la ligne de chemin de fer entre Nantes et Saint-Nazaire. La présence du fleuve pour l'approvisionnement en matières premières et la proximité de Nantes, en tant que centre de la production d'engrais minéraux pour l'Ouest de la France, apparaissent déterminant dans le choix du site. De plus, l'existence d'un réseau ferré important autorise une exportation majoritairement locale pour les besoins de l'agriculture régionale. L'installation de cette usine est favorisée par l'administration dans l'optique d'augmenter de 150 000 tonnes le trafic de la Loire maritime, au grand avantage de la Chambre de commerce de Nantes. Aussi, le choix de cet emplacement entre les îlots rocheux de Haute-Indre et Basse-Indre pour la construction d'une nouvelle usine d'engrais par la Compagnie Bordelaise des Produits Chimiques est largement conditionné aux possibilités d'extension immédiates du site industriel et donc à l'accroissement de la production. Ainsi, dès la naissance de ce projet, les différents plans d'implantation traduisent le souci d'une extension possible et prévoient donc de grands espaces vierges pouvant, à terme, recevoir de nouvelles constructions. Par une pétition en date du 17 juillet 1922, la Compagnie Bordelaise de Produits Chimiques sollicita l'autorisation de raccorder la future usine à la ligne de Nantes à Saint-Nazaire de la Compagnie d'Orléans. Le projet de raccordement prévoit de traverser le lit majeur du champ d'inondation de la Loire et pour mettre la voie ferrée à l'abri des crues, l'entreprise propose de construire un remblai entre la Loire et la ligne de chemin de fer. Afin d'assurer le bon écoulement des eaux dans la vallée, un pertuis d'inondation dans le remblai est projeté. Lucide face aux impacts d'un tel projet pour les intérêts des populations riveraines, le Préfet de la Loire-Inférieure commanda, par arrêté du 17 août 1922, l'ouverture d'une enquête de commodo et incommodo dans les communes d'Indre et de Saint-Herblain. De nombreuses et vives protestations furent consignées au registre d'enquête pour s'opposer à la construction du remblai et même de l'usine. Les témoignages des habitants et des maires des communes concernées expriment notamment la crainte de l'aggravation de l'effet des crues par suite du resserrement du lit majeur de la Loire. La Compagnie Bordelaise de Produits Chimiques obtient finalement en octobre 1922 l'autorisation d'exécuter la digue insubmersible devant réunir les terre-pleins de la future usine à la voie de chemin de fer, mais sous la réserve qu'un pertuis de 120 mètre carrés soit prévu pour assurer l'écoulement des eaux de crue. Par arrêté préfectoral du 1er février 1923, la Compagnie Bordelaise obtient l'autorisation de produire de l'acide sulfurique, de l'acide nitrique et du superphosphate sur le site de Haute-Indre. L'opposition de la population locale reste vive face à la construction de cette usine de produits chimiques appartenant la première classe des établissements dangereux, insalubres et incommodes. Sur 11 hectares de terrains remblayés, les travaux de construction démarrent en juillet 1924. L'usine est inaugurée en mars 1926. Durant les années 1950, la hausse de la demande en engrais par les agriculteurs entraîne la construction de nouveaux équipements et l'amélioration des ateliers de production. Jusqu'au début des années 2000, le site connaît plusieurs phases de modernisation pour s'adapter aux évolutions de la demande. En 2006, la société Soferti, propriétaire du site de Haute-Indre, stoppe la production d'engrais. En 2008, des travaux de désamiantage, de démolition mécanique et de dépollution des sols sont engagés sur ce site sensible, classé Seveso, en bord de Loire.
